Case_id,Year_id,State_id,County_id,Hospital_id,Disease_id,Num_of_cases,Num_of_Deaths
1697,6,50,33,313,187,134,6
1698,6,50,33,313,121,134,6
1699,6,50,33,313,44,134,6
1700,6,50,33,313,143,1,0
1701,6,50,33,313,165,134,6
1702,6,50,33,313,220,134,6
1703,6,50,33,313,99,134,6
1704,6,50,34,314,132,1,0
1705,6,50,34,314,187,1,0
1706,6,50,34,314,121,50,7
1707,6,50,34,314,44,242,11
1708,6,50,34,314,143,205,2
1709,6,50,34,314,165,143,4
1710,6,50,34,314,220,1834,2
1711,6,50,34,314,99,89,6
1712,6,50,34,315,132,134,6
1713,6,50,34,315,187,134,6
1714,6,50,34,315,121,134,6
1715,6,50,34,315,44,66,21
1716,6,50,34,315,143,101,1
1717,6,50,34,315,165,70,2
1718,6,50,34,315,220,134,6
1719,6,50,34,315,99,134,6
1720,6,50,34,316,132,1,0
1721,6,50,34,316,187,134,6
1722,6,50,34,316,121,43,6
1723,6,50,34,316,44,366,13
1724,6,50,34,316,143,337,3
1725,6,50,34,316,165,217,3
1726,6,50,34,316,220,285,1
1727,6,50,34,316,99,86,6
1728,6,50,34,317,132,134,6
1729,6,50,34,317,187,2,0
1730,6,50,34,317,121,134,6
1731,6,50,34,317,44,151,14
1732,6,50,34,317,143,185,2
1733,6,50,34,317,165,61,3
1734,6,50,34,317,220,134,6
1735,6,50,34,317,99,7,6
1736,6,50,34,318,132,134,6
1737,6,50,34,318,187,134,6
1738,6,50,34,318,121,134,6
1739,6,50,34,318,44,134,6
1740,6,50,34,318,143,134,6
1741,6,50,34,318,165,134,6
1742,6,50,34,318,220,134,6
1743,6,50,34,318,99,134,6
1744,6,50,34,319,132,4,0
1745,6,50,34,319,187,13,6
1746,6,50,34,319,121,117,9
1747,6,50,34,319,44,282,12
1748,6,50,34,319,143,250,2
1749,6,50,34,319,165,174,4
1750,6,50,34,319,220,2,0
1751,6,50,34,319,99,23,6
1752,6,50,34,320,132,134,6
1753,6,50,34,320,187,134,6
1754,6,50,34,320,121,85,5
1755,6,50,34,320,44,104,9
1756,6,50,34,320,143,88,3
1757,6,50,34,320,165,134,6
1758,6,50,34,320,220,908,2
1759,6,50,34,320,99,100,2
1760,6,50,34,321,132,7,6
1761,6,50,34,321,187,20,6
1762,6,50,34,321,121,264,9
1763,6,50,34,321,44,292,14
1764,6,50,34,321,143,240,3
1765,6,50,34,321,165,76,8
1766,6,50,34,321,220,448,2
1767,6,50,34,321,99,30,6
1768,6,50,34,322,132,134,6
1769,6,50,34,322,187,134,6
1770,6,50,34,322,121,134,6
1771,6,50,34,322,44,24,9
1772,6,50,34,322,143,33,5
1773,6,50,34,322,165,17,6
1774,6,50,34,322,220,134,6
1775,6,50,34,322,99,134,6
1776,6,50,35,323,132,134,6
1777,6,50,35,323,187,4,0
1778,6,50,35,323,121,101,13
1779,6,50,35,323,44,312,17
1780,6,50,35,323,143,133,3
1781,6,50,35,323,165,27,6
1782,6,50,35,323,220,73,6
1783,6,50,35,323,99,13,6
1784,6,50,36,324,132,134,6
1785,6,50,36,324,187,134,6
1786,6,50,36,324,121,134,6
1787,6,50,36,324,44,54,7
1788,6,50,36,324,143,62,4
1789,6,50,36,324,165,4,0
1790,6,50,36,324,220,134,6
1791,6,50,36,324,99,134,6
1792,6,50,36,325,132,134,6
1793,6,50,36,325,187,134,6
1794,6,50,36,325,121,134,6
1795,6,50,36,325,44,2,0
1796,6,50,36,325,143,21,6
1797,6,50,36,325,165,134,6
1798,6,50,36,325,220,134,6
1799,6,50,36,325,99,134,6
1800,6,50,36,326,132,134,6
1801,6,50,36,326,187,134,6
1802,6,50,36,326,121,134,6
1803,6,50,36,326,44,98,6
1804,6,50,36,326,143,94,1
1805,6,50,36,326,165,41,3
1806,6,50,36,326,220,134,6
1807,6,50,36,326,99,134,6
1808,6,50,36,327,132,134,6
1809,6,50,36,327,187,134,6
1810,6,50,36,327,121,134,6
1811,6,50,36,327,44,6,6
1812,6,50,36,327,143,14,6
1813,6,50,36,327,165,134,6
1814,6,50,36,327,220,134,6
1815,6,50,36,327,99,134,6
1816,6,50,36,328,132,134,6
1817,6,50,36,328,187,134,6
1818,6,50,36,328,121,134,6
1819,6,50,36,328,44,85,9
1820,6,50,36,328,143,128,3
1821,6,50,36,328,165,25,5
1822,6,50,36,328,220,134,6
1823,6,50,36,328,99,3,0
1824,6,50,36,329,132,134,6
1825,6,50,36,329,187,134,6
1826,6,50,36,329,121,134,6
1827,6,50,36,329,44,98,7
1828,6,50,36,329,143,112,3
1829,6,50,36,329,165,62,2
1830,6,50,36,329,220,1,0
1831,6,50,36,329,99,3,0
1832,6,50,36,330,132,134,6
1833,6,50,36,330,187,134,6
1834,6,50,36,330,121,134,6
1835,6,50,36,330,44,74,7
1836,6,50,36,330,143,66,4
1837,6,50,36,330,165,40,11
1838,6,50,36,330,220,134,6
1839,6,50,36,330,99,12,6
1840,6,50,36,331,132,2,0
1841,6,50,36,331,187,2,0
1842,6,50,36,331,121,125,4
1843,6,50,36,331,44,488,11
1844,6,50,36,331,143,499,2
1845,6,50,36,331,165,153,3
1846,6,50,36,331,220,4,0
1847,6,50,36,331,99,50,6
1848,6,50,36,332,132,134,6
1849,6,50,36,332,187,134,6
1850,6,50,36,332,121,134,6
1851,6,50,36,332,44,134,6
1852,6,50,36,332,143,2,0
1853,6,50,36,332,165,134,6
1854,6,50,36,332,220,134,6
1855,6,50,36,332,99,134,6
1856,6,50,36,333,132,134,6
1857,6,50,36,333,187,5,0
1858,6,50,36,333,121,305,10
1859,6,50,36,333,44,360,11
1860,6,50,36,333,143,223,5
1861,6,50,36,333,165,70,7
1862,6,50,36,333,220,322,3
1863,6,50,36,333,99,35,6
1864,6,50,36,334,132,134,6
1865,6,50,36,334,187,1,0
1866,6,50,36,334,121,134,6
1867,6,50,36,334,44,69,4
1868,6,50,36,334,143,81,2
1869,6,50,36,334,165,24,6
1870,6,50,36,334,220,134,6
1871,6,50,36,334,99,134,6
1872,6,50,36,335,132,134,6
1873,6,50,36,335,187,134,6
1874,6,50,36,335,121,134,6
1875,6,50,36,335,44,2,0
1876,6,50,36,335,143,2,0
1877,6,50,36,335,165,134,6
1878,6,50,36,335,220,134,6
1879,6,50,36,335,99,134,6
1880,6,50,36,336,132,134,6
1881,6,50,36,336,187,134,6
1882,6,50,36,336,121,134,6
1883,6,50,36,336,44,134,6
1884,6,50,36,336,143,134,6
1885,6,50,36,336,165,134,6
1886,6,50,36,336,220,134,6
1887,6,50,36,336,99,134,6
1888,6,50,36,337,132,134,6
1889,6,50,36,337,187,5,0
1890,6,50,36,337,121,9,6
1891,6,50,36,337,44,131,12
1892,6,50,36,337,143,184,4
1893,6,50,36,337,165,155,2
1894,6,50,36,337,220,17,6
1895,6,50,36,337,99,80,2
1896,6,50,36,338,132,134,6
1897,6,50,36,338,187,3,0
1898,6,50,36,338,121,65,1
1899,6,50,36,338,44,253,7
1900,6,50,36,338,143,228,2
1901,6,50,36,338,165,94,2
1902,6,50,36,338,220,330,2
1903,6,50,36,338,99,55,6
1904,6,50,36,339,132,134,6
1905,6,50,36,339,187,3,0
1906,6,50,36,339,121,38,6
1907,6,50,36,339,44,223,10
1908,6,50,36,339,143,209,5
1909,6,50,36,339,165,83,6
1910,6,50,36,339,220,1546,2
1911,6,50,36,339,99,26,6
1912,6,50,36,340,132,134,6
1913,6,50,36,340,187,134,6
1914,6,50,36,340,121,6,0
1915,6,50,36,340,44,183,11
1916,6,50,36,340,143,210,2
1917,6,50,36,340,165,95,2
1918,6,50,36,340,220,256,2
1919,6,50,36,340,99,59,3
1920,6,50,37,341,132,134,6
1921,6,50,37,341,187,134,6
1922,6,50,37,341,121,134,6
1923,6,50,37,341,44,75,2
1924,6,50,37,341,143,83,2
1925,6,50,37,341,165,45,6
1926,6,50,37,341,220,134,6
1927,6,50,37,341,99,4,0
1928,6,50,37,342,132,134,6
1929,6,50,37,342,187,134,6
1930,6,50,37,342,121,28,4
1931,6,50,37,342,44,131,13
1932,6,50,37,342,143,127,3
1933,6,50,37,342,165,73,3
1934,6,50,37,342,220,171,6
1935,6,50,37,342,99,26,6
1936,6,50,37,343,132,134,6
1937,6,50,37,343,187,134,6
1938,6,50,37,343,121,134,6
1939,6,50,37,343,44,24,7
1940,6,50,37,343,143,60,5
1941,6,50,37,343,165,40,2
1942,6,50,37,343,220,134,6
1943,6,50,37,343,99,134,6
1944,6,50,37,344,132,134,6
1945,6,50,37,344,187,134,6
1946,6,50,37,344,121,113,8
1947,6,50,37,344,44,517,14
1948,6,50,37,344,143,442,2
1949,6,50,37,344,165,223,2
1950,6,50,37,344,220,680,2
1951,6,50,37,344,99,94,6
1952,6,50,37,345,132,3,0
1953,6,50,37,345,187,10,0
1954,6,50,37,345,121,183,8
1955,6,50,37,345,44,446,11
1956,6,50,37,345,143,428,2
1957,6,50,37,345,165,375,3
1958,6,50,37,345,220,134,6
1959,6,50,37,345,99,73,6
1960,6,50,37,346,132,134,6
1961,6,50,37,346,187,134,6
1962,6,50,37,346,121,134,6
1963,6,50,37,346,44,134,6
1964,6,50,37,346,143,134,6
1965,6,50,37,346,165,134,6
1966,6,50,37,346,220,134,6
1967,6,50,37,346,99,134,6
1968,6,50,37,347,132,134,6
1969,6,50,37,347,187,1,0
1970,6,50,37,347,121,43,12
1971,6,50,37,347,44,470,14
1972,6,50,37,347,143,336,3
1973,6,50,37,347,165,169,3
1974,6,50,37,347,220,433,2
1975,6,50,37,347,99,42,6
1976,6,50,37,348,132,134,6
1977,6,50,37,348,187,134,6
1978,6,50,37,348,121,13,10
1979,6,50,37,348,44,123,12
1980,6,50,37,348,143,100,2
1981,6,50,37,348,165,30,6
1982,6,50,37,348,220,7,6
1983,6,50,37,348,99,25,6
1984,6,50,37,349,132,134,6
1985,6,50,37,349,187,134,6
1986,6,50,37,349,121,1,0
1987,6,50,37,349,44,104,12
1988,6,50,37,349,143,174,2
1989,6,50,37,349,165,87,2
1990,6,50,37,349,220,134,6
1991,6,50,37,349,99,4,0
1992,6,50,37,350,132,134,6
1993,6,50,37,350,187,134,6
1994,6,50,37,350,121,134,6
1995,6,50,37,350,44,134,6
1996,6,50,37,350,143,5,0
1997,6,50,37,350,165,134,6
1998,6,50,37,350,220,134,6
1999,6,50,37,350,99,134,6
2000,6,50,37,351,132,134,6
2001,6,50,37,351,187,134,6
2002,6,50,37,351,121,10,6
2003,6,50,37,351,44,1,0
2004,6,50,37,351,143,1,0
2005,6,50,37,351,165,134,6
2006,6,50,37,351,220,134,6
2007,6,50,37,351,99,134,6
2008,6,50,37,352,132,134,6
2009,6,50,37,352,187,7,6
2010,6,50,37,352,121,71,6
2011,6,50,37,352,44,89,6
2012,6,50,37,352,143,167,2
2013,6,50,37,352,165,85,5
2014,6,50,37,352,220,1717,1
2015,6,50,37,352,99,63,6
2016,6,50,37,353,132,134,6
2017,6,50,37,353,187,134,6
2018,6,50,37,353,121,22,15
2019,6,50,37,353,44,139,15
2020,6,50,37,353,143,129,1
2021,6,50,37,353,165,98,2
2022,6,50,37,353,220,107,2
2023,6,50,37,353,99,18,6
2024,6,50,37,354,132,134,6
2025,6,50,37,354,187,1,0
2026,6,50,37,354,121,143,10
2027,6,50,37,354,44,246,12
2028,6,50,37,354,143,164,2
2029,6,50,37,354,165,104,1
2030,6,50,37,354,220,1737,1
2031,6,50,37,354,99,28,6
2032,6,50,37,355,132,134,6
2033,6,50,37,355,187,134,6
2034,6,50,37,355,121,55,11
2035,6,50,37,355,44,308,9
2036,6,50,37,355,143,274,2
2037,6,50,37,355,165,129,2
2038,6,50,37,355,220,497,2
2039,6,50,37,355,99,24,6
2040,6,50,37,356,132,134,6
2041,6,50,37,356,187,2,0
2042,6,50,37,356,121,17,8
2043,6,50,37,356,44,200,11
2044,6,50,37,356,143,157,2
2045,6,50,37,356,165,49,5
2046,6,50,37,356,220,170,1
2047,6,50,37,356,99,7,6
2048,6,50,37,357,132,1,0
2049,6,50,37,357,187,134,6
2050,6,50,37,357,121,38,9
2051,6,50,37,357,44,274,11
2052,6,50,37,357,143,245,3
2053,6,50,37,357,165,101,5
2054,6,50,37,357,220,502,1
2055,6,50,37,357,99,35,6
2056,6,50,38,358,132,134,6
2057,6,50,38,358,187,134,6
2058,6,50,38,358,121,134,6
2059,6,50,38,358,44,29,14
2060,6,50,38,358,143,41,6
2061,6,50,38,358,165,40,4
2062,6,50,38,358,220,134,6
2063,6,50,38,358,99,134,6
2064,6,50,38,359,132,134,6
2065,6,50,38,359,187,134,6
2066,6,50,38,359,121,134,6
2067,6,50,38,359,44,134,6
2068,6,50,38,359,143,134,6
2069,6,50,38,359,165,134,6
2070,6,50,38,359,220,134,6
2071,6,50,38,359,99,134,6
2072,6,50,38,360,132,3,0
2073,6,50,38,360,187,4,0
2074,6,50,38,360,121,94,6
2075,6,50,38,360,44,351,8
2076,6,50,38,360,143,312,2
2077,6,50,38,360,165,228,4
2078,6,50,38,360,220,403,1
2079,6,50,38,360,99,73,6
2080,6,50,38,361,132,134,6
2081,6,50,38,361,187,3,0
2082,6,50,38,361,121,65,8
2083,6,50,38,361,44,392,15
2084,6,50,38,361,143,346,4
2085,6,50,38,361,165,254,3
2086,6,50,38,361,220,317,2
2087,6,50,38,361,99,100,6
2088,6,50,38,362,132,1,0
2089,6,50,38,362,187,19,6
2090,6,50,38,362,121,223,8
2091,6,50,38,362,44,236,10
2092,6,50,38,362,143,158,2
2093,6,50,38,362,165,67,6
2094,6,50,38,362,220,287,1
2095,6,50,38,362,99,30,6
2096,6,50,38,363,132,6,6
2097,6,50,38,363,187,27,5
2098,6,50,38,363,121,165,7
2099,6,50,38,363,44,343,11
2100,6,50,38,363,143,360,2
2101,6,50,38,363,165,155,2
2102,6,50,38,363,220,593,2
2103,6,50,38,363,99,34,6
2104,6,50,38,364,132,134,6
2105,6,50,38,364,187,2,0
2106,6,50,38,364,121,134,6
2107,6,50,38,364,44,58,11
2108,6,50,38,364,143,90,2
2109,6,50,38,364,165,45,3
2110,6,50,38,364,220,134,6
2111,6,50,38,364,99,134,6
2112,6,50,38,365,132,2,0
2113,6,50,38,365,187,3,0
2114,6,50,38,365,121,134,6
2115,6,50,38,365,44,197,8
2116,6,50,38,365,143,189,2
2117,6,50,38,365,165,82,3
2118,6,50,38,365,220,1257,1
2119,6,50,38,365,99,71,6
2120,6,50,38,366,132,134,6
2121,6,50,38,366,187,134,6
2122,6,50,38,366,121,134,6
2123,6,50,38,366,44,134,6
2124,6,50,38,366,143,134,6
2125,6,50,38,366,165,134,6
2126,6,50,38,366,220,134,6
2127,6,50,38,366,99,134,6
2128,6,50,39,367,132,1,0
2129,6,50,39,367,187,134,6
2130,6,50,39,367,121,60,7
2131,6,50,39,367,44,152,12
2132,6,50,39,367,143,190,3
2133,6,50,39,367,165,31,3
2134,6,50,39,367,220,27,5
2135,6,50,39,367,99,134,6
2136,6,50,39,368,132,134,6
2137,6,50,39,368,187,134,6
2138,6,50,39,368,121,16,6
2139,6,50,39,368,44,127,9
2140,6,50,39,368,143,117,3
2141,6,50,39,368,165,50,6
2142,6,50,39,368,220,134,6
2143,6,50,39,368,99,6,6
2144,6,50,39,369,132,134,6
2145,6,50,39,369,187,134,6
2146,6,50,39,369,121,4,0
2147,6,50,39,369,44,81,10
2148,6,50,39,369,143,102,2
2149,6,50,39,369,165,26,6
2150,6,50,39,369,220,134,6
2151,6,50,39,369,99,7,6
2152,6,50,39,370,132,134,6
2153,6,50,39,370,187,1,0
2154,6,50,39,370,121,4,0
2155,6,50,39,370,44,135,11
2156,6,50,39,370,143,126,3
2157,6,50,39,370,165,74,3
2158,6,50,39,370,220,380,2
2159,6,50,39,370,99,25,6
2160,6,50,39,371,132,4,0
2161,6,50,39,371,187,22,6
2162,6,50,39,371,121,1145,7
2163,6,50,39,371,44,551,13
2164,6,50,39,371,143,214,2
2165,6,50,39,371,165,59,2
2166,6,50,39,371,220,198,1
2167,6,50,39,371,99,60,2
2168,6,50,39,372,132,134,6
2169,6,50,39,372,187,134,6
2170,6,50,39,372,121,134,6
2171,6,50,39,372,44,140,19
2172,6,50,39,372,143,139,5
2173,6,50,39,372,165,218,6
2174,6,50,39,372,220,153,1
2175,6,50,39,372,99,58,6
2176,6,50,39,373,132,134,6
2177,6,50,39,373,187,134,6
2178,6,50,39,373,121,134,6
2179,6,50,39,373,44,54,13
2180,6,50,39,373,143,91,6
2181,6,50,39,373,165,31,8
2182,6,50,39,373,220,134,6
2183,6,50,39,373,99,134,6
2184,6,50,40,374,132,134,6
2185,6,50,40,374,187,134,6
2186,6,50,40,374,121,134,6
2187,6,50,40,374,44,105,11
2188,6,50,40,374,143,146,2
2189,6,50,40,374,165,12,6
2190,6,50,40,374,220,134,6
2191,6,50,40,374,99,134,6
2192,6,50,40,375,132,134,6
2193,6,50,40,375,187,2,0
2194,6,50,40,375,121,134,6
2195,6,50,40,375,44,103,15
2196,6,50,40,375,143,156,3
2197,6,50,40,375,165,93,4
2198,6,50,40,375,220,134,6
2199,6,50,40,375,99,24,6
2200,6,50,40,376,132,134,6
2201,6,50,40,376,187,134,6
2202,6,50,40,376,121,5,0
2203,6,50,40,376,44,104,12
2204,6,50,40,376,143,136,6
2205,6,50,40,376,165,32,3
2206,6,50,40,376,220,134,6
2207,6,50,40,376,99,5,0
2208,6,50,40,377,132,134,6
2209,6,50,40,377,187,134,6
2210,6,50,40,377,121,61,11
2211,6,50,40,377,44,269,11
2212,6,50,40,377,143,281,4
2213,6,50,40,377,165,30,6
2214,6,50,40,377,220,640,2
2215,6,50,40,377,99,85,6
2216,6,50,41,378,132,134,6
2217,6,50,41,378,187,134,6
2218,6,50,41,378,121,134,6
2219,6,50,41,378,44,53,15
2220,6,50,41,378,143,88,6
2221,6,50,41,378,165,34,6
2222,6,50,41,378,220,134,6
2223,6,50,41,378,99,2,0
2224,6,50,41,379,132,134,6
2225,6,50,41,379,187,134,6
2226,6,50,41,379,121,134,6
2227,6,50,41,379,44,66,19
2228,6,50,41,379,143,83,2
2229,6,50,41,379,165,70,5
2230,6,50,41,379,220,134,6
2231,6,50,41,379,99,24,6
2232,6,50,41,380,132,134,6
2233,6,50,41,380,187,134,6
2234,6,50,41,380,121,134,6
2235,6,50,41,380,44,49,13
2236,6,50,41,380,143,109,3
2237,6,50,41,380,165,60,7
2238,6,50,41,380,220,322,1
2239,6,50,41,380,99,37,6
2240,6,50,41,381,132,134,6
2241,6,50,41,381,187,2,0
2242,6,50,41,381,121,104,5
2243,6,50,41,381,44,141,14
2244,6,50,41,381,143,88,4
2245,6,50,41,381,165,82,6
2246,6,50,41,381,220,131,2
2247,6,50,41,381,99,27,6
2248,6,50,41,382,132,134,6
2249,6,50,41,382,187,134,6
2250,6,50,41,382,121,134,6
2251,6,50,41,382,44,106,16
2252,6,50,41,382,143,120,3
2253,6,50,41,382,165,65,6
2254,6,50,41,382,220,2,0
2255,6,50,41,382,99,9,6
2256,6,50,41,383,132,134,6
2257,6,50,41,383,187,2,0
2258,6,50,41,383,121,601,5
2259,6,50,41,383,44,361,12
2260,6,50,41,383,143,120,4
2261,6,50,41,383,165,86,6
2262,6,50,41,383,220,134,6
2263,6,50,41,383,99,6,6
2264,6,50,42,384,132,134,6
2265,6,50,42,384,187,2,0
2266,6,50,42,384,121,134,6
2267,6,50,42,384,44,183,13
2268,6,50,42,384,143,251,2
2269,6,50,42,384,165,96,4
2270,6,50,42,384,220,134,6
2271,6,50,42,384,99,24,6
2272,6,50,42,385,132,134,6
2273,6,50,42,385,187,134,6
2274,6,50,42,385,121,134,6
2275,6,50,42,385,44,134,6
2276,6,50,42,385,143,134,6
2277,6,50,42,385,165,134,6
2278,6,50,42,385,220,134,6
2279,6,50,42,385,99,134,6
2280,6,50,42,386,132,4,0
2281,6,50,42,386,187,3,0
2282,6,50,42,386,121,25,3
2283,6,50,42,386,44,263,11
2284,6,50,42,386,143,240,2
2285,6,50,42,386,165,164,2
2286,6,50,42,386,220,299,2
2287,6,50,42,386,99,67,2
2288,6,50,42,387,132,1,0
2289,6,50,42,387,187,2,0
2290,6,50,42,387,121,12,0
2291,6,50,42,387,44,66,14
2292,6,50,42,387,143,74,2
2293,6,50,42,387,165,15,6
2294,6,50,42,387,220,134,6
2295,6,50,42,387,99,8,6
2296,6,50,42,388,132,134,6
2297,6,50,42,388,187,134,6
2298,6,50,42,388,121,11,6
2299,6,50,42,388,44,104,5
2300,6,50,42,388,143,89,1
2301,6,50,42,388,165,89,4
2302,6,50,42,388,220,328,2
2303,6,50,42,388,99,44,6
2304,6,50,43,389,132,134,6
2305,6,50,43,389,187,134,6
2306,6,50,43,389,121,17,5
2307,6,50,43,389,44,177,11
2308,6,50,43,389,143,165,2
2309,6,50,43,389,165,71,4
2310,6,50,43,389,220,595,2
2311,6,50,43,389,99,24,6
2312,6,50,43,390,132,134,6
2313,6,50,43,390,187,134,6
2314,6,50,43,390,121,134,6
2315,6,50,43,390,44,134,6
2316,6,50,43,390,143,134,6
2317,6,50,43,390,165,134,6
2318,6,50,43,390,220,134,6
2319,6,50,43,390,99,134,6
2320,6,50,43,391,132,134,6
2321,6,50,43,391,187,134,6
2322,6,50,43,391,121,134,6
2323,6,50,43,391,44,10,6
2324,6,50,43,391,143,3,0
2325,6,50,43,391,165,55,3
2326,6,50,43,391,220,134,6
2327,6,50,43,391,99,134,6
2328,6,50,43,392,132,134,6
2329,6,50,43,392,187,134,6
2330,6,50,43,392,121,134,6
2331,6,50,43,392,44,57,13
2332,6,50,43,392,143,71,6
2333,6,50,43,392,165,31,6
2334,6,50,43,392,220,134,6
2335,6,50,43,392,99,10,6
2336,6,50,43,393,132,134,6
2337,6,50,43,393,187,1,0
2338,6,50,43,393,121,21,5
2339,6,50,43,393,44,169,11
2340,6,50,43,393,143,218,3
2341,6,50,43,393,165,102,5
2342,6,50,43,393,220,127,2
2343,6,50,43,393,99,76,6
2344,6,50,43,394,132,3,0
2345,6,50,43,394,187,6,6
2346,6,50,43,394,121,85,4
2347,6,50,43,394,44,277,11
2348,6,50,43,394,143,270,3
2349,6,50,43,394,165,161,4
2350,6,50,43,394,220,460,1
2351,6,50,43,394,99,66,3
2352,6,50,43,395,132,134,6
2353,6,50,43,395,187,134,6
2354,6,50,43,395,121,134,6
2355,6,50,43,395,44,4,0
2356,6,50,43,395,143,5,0
2357,6,50,43,395,165,134,6
2358,6,50,43,395,220,134,6
2359,6,50,43,395,99,134,6
2360,6,50,43,396,132,134,6
2361,6,50,43,396,187,134,6
2362,6,50,43,396,121,4,0
2363,6,50,43,396,44,29,9
2364,6,50,43,396,143,74,4
2365,6,50,43,396,165,53,6
2366,6,50,43,396,220,134,6
2367,6,50,43,396,99,1,0
2368,6,50,43,397,132,134,6
2369,6,50,43,397,187,2,0
2370,6,50,43,397,121,48,10
2371,6,50,43,397,44,281,16
2372,6,50,43,397,143,268,5
2373,6,50,43,397,165,136,3
2374,6,50,43,397,220,487,1
2375,6,50,43,397,99,32,6
2376,6,50,43,398,132,134,6
2377,6,50,43,398,187,6,0
2378,6,50,43,398,121,75,13
2379,6,50,43,398,44,283,11
2380,6,50,43,398,143,181,2
2381,6,50,43,398,165,109,3
2382,6,50,43,398,220,1675,2
2383,6,50,43,398,99,41,6
2384,6,50,44,399,132,134,6
2385,6,50,44,399,187,1,0
2386,6,50,44,399,121,134,6
2387,6,50,44,399,44,271,18
2388,6,50,44,399,143,263,2
2389,6,50,44,399,165,123,3
2390,6,50,44,399,220,58,2
2391,6,50,44,399,99,56,6
2392,6,50,44,400,132,2,0
2393,6,50,44,400,187,9,0
2394,6,50,44,400,121,1,0
2395,6,50,44,400,44,294,15
2396,6,50,44,400,143,342,2
2397,6,50,44,400,165,145,4
2398,6,50,44,400,220,134,6
2399,6,50,44,400,99,40,6
2400,6,50,45,401,132,134,6
2401,6,50,45,401,187,134,6
2402,6,50,45,401,121,3,0
2403,6,50,45,401,44,134,6
2404,6,50,45,401,143,3,0
2405,6,50,45,401,165,134,6
2406,6,50,45,401,220,134,6
2407,6,50,45,401,99,134,6
2408,6,50,45,402,132,2,0
2409,6,50,45,402,187,134,6
2410,6,50,45,402,121,46,7
2411,6,50,45,402,44,233,11
2412,6,50,45,402,143,244,3
2413,6,50,45,402,165,116,5
2414,6,50,45,402,220,535,2
2415,6,50,45,402,99,46,6
2416,6,50,45,403,132,134,6
2417,6,50,45,403,187,1,0
2418,6,50,45,403,121,46,14
2419,6,50,45,403,44,289,14
2420,6,50,45,403,143,221,4
2421,6,50,45,403,165,71,5
2422,6,50,45,403,220,493,2
2423,6,50,45,403,99,5,0
2424,6,50,47,404,132,134,6
2425,6,50,47,404,187,1,0
2426,6,50,47,404,121,78,8
2427,6,50,47,404,44,256,11
2428,6,50,47,404,143,237,1
2429,6,50,47,404,165,44,6
2430,6,50,47,404,220,228,3
2431,6,50,47,404,99,18,6
2432,6,50,47,405,132,134,6
2433,6,50,47,405,187,134,6
2434,6,50,47,405,121,1,0
2435,6,50,47,405,44,32,14
2436,6,50,47,405,143,55,4
2437,6,50,47,405,165,31,3
2438,6,50,47,405,220,134,6
2439,6,50,47,405,99,134,6
2440,6,50,48,406,132,7,6
2441,6,50,48,406,187,26,6
2442,6,50,48,406,121,794,4
2443,6,50,48,406,44,484,11
2444,6,50,48,406,143,279,2
2445,6,50,48,406,165,133,2
2446,6,50,48,406,220,706,2
2447,6,50,48,406,99,92,6
2448,6,50,48,407,132,134,6
2449,6,50,48,407,187,134,6
2450,6,50,48,407,121,60,7
2451,6,50,48,407,44,230,15
2452,6,50,48,407,143,207,3
2453,6,50,48,407,165,132,5
2454,6,50,48,407,220,310,2
2455,6,50,48,407,99,39,6
2456,6,50,48,408,132,134,6
2457,6,50,48,408,187,134,6
2458,6,50,48,408,121,134,6
2459,6,50,48,408,44,134,6
2460,6,50,48,408,143,1,0
2461,6,50,48,408,165,134,6
2462,6,50,48,408,220,134,6
2463,6,50,48,408,99,134,6
2464,6,50,48,409,132,134,6
2465,6,50,48,409,187,2,0
2466,6,50,48,409,121,134,6
2467,6,50,48,409,44,64,17
2468,6,50,48,409,143,58,2
2469,6,50,48,409,165,45,2
2470,6,50,48,409,220,134,6
2471,6,50,48,409,99,2,0
2472,6,50,49,410,132,134,6
2473,6,50,49,410,187,134,6
2474,6,50,49,410,121,134,6
2475,6,50,49,410,44,1,0
2476,6,50,49,410,143,5,0
2477,6,50,49,410,165,8,6
2478,6,50,49,410,220,134,6
2479,6,50,49,410,99,134,6
2480,6,50,49,411,132,134,6
2481,6,50,49,411,187,134,6
2482,6,50,49,411,121,57,3
2483,6,50,49,411,44,211,13
2484,6,50,49,411,143,179,4
2485,6,50,49,411,165,180,4
2486,6,50,49,411,220,351,2
2487,6,50,49,411,99,97,1
2488,6,50,49,412,132,134,6
2489,6,50,49,412,187,134,6
2490,6,50,49,412,121,1,0
2491,6,50,49,412,44,134,6
2492,6,50,49,412,143,134,6
2493,6,50,49,412,165,134,6
2494,6,50,49,412,220,134,6
2495,6,50,49,412,99,134,6
2496,6,50,49,413,132,134,6
2497,6,50,49,413,187,2,0
2498,6,50,49,413,121,14,9
2499,6,50,49,413,44,155,11
2500,6,50,49,413,143,136,1
2501,6,50,49,413,165,109,2
2502,6,50,49,413,220,314,3
2503,6,50,49,413,99,50,6
2504,6,50,49,414,132,134,6
2505,6,50,49,414,187,134,6
2506,6,50,49,414,121,134,6
2507,6,50,49,414,44,32,15
2508,6,50,49,414,143,44,3
2509,6,50,49,414,165,26,6
2510,6,50,49,414,220,134,6
2511,6,50,49,414,99,15,13
2512,6,50,49,415,132,134,6
2513,6,50,49,415,187,134,6
2514,6,50,49,415,121,134,6
2515,6,50,49,415,44,16,8
2516,6,50,49,415,143,30,5
